LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BEL,BCI,AMPLITUD,LTRENDIDX,M,2010-12,102.0265,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-01,102.3485,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-02,102.3959,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-03,102.3141,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.9771,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.469,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-06,100.9488,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-07,100.3934,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-08,99.77319,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.37041,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.14426,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-11,98.95177,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.02858,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.25375,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-02,99.58226,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-03,99.56514,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-04,99.27623,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-05,98.91084,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-06,98.65628,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-07,98.63886,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-08,98.68728,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-09,98.64106,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-10,98.59325,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-11,98.62737,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2012-12,98.75604,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-01,98.81413,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-02,98.83942,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-03,98.70534,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-04,98.62309,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-05,98.73014,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-06,98.97223,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.34203,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.72803,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.96307,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-10,100.1115,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-11,100.3796,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2013-12,100.5489,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-01,100.7266,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-02,100.8851,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-03,100.885,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-04,100.7343,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.5343,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-06,100.3938,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.3016,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.3216,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.412,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.4602,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.3194,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.0515,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-01,99.92267,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-02,99.94312,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.1236,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.4004,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6729,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.7997,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.7084,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.596,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.5473,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.6291,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.6841,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.577,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-01,100.2118,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.93006,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-03,100.0756,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.4216,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.7522,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-06,101.0628,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.9924,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-08,100.787,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-09,100.7511,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.8163,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-11,100.9598,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.1565,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.1455,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.0148,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.0493,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.1514,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.1162,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-06,100.9293,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-07,100.7116,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-08,100.6689,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-09,100.8372,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-10,101.1254,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-11,101.3469,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2017-12,101.4406,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-01,101.5955,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-02,101.6108,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-03,101.469,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-04,101.3387,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-05,101.2977,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-06,101.3,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-07,101.3803,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-08,101.5427,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.5527,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.3394,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.1302,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2018-12,100.9916,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.0383,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-02,101.0256,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-03,100.8493,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.5031,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.2007,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-06,99.92165,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.80429,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.69745,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.67793,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.75716,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.86427,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2019-12,100.0398,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-01,100.2377,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-02,100.0039,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-03,98.98856,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-04,97.41569,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.5349,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.66503,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-07,97.56559,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-08,98.50675,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-09,99.26067,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-10,99.72425,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-11,100.0385,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2020-12,100.3795,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-01,100.6808,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-02,101.0742,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-03,101.6978,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.4304,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-05,102.8675,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.1172,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.0536,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-08,102.7769,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-09,102.5493,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-10,102.5262,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-11,102.5655,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2021-12,102.3957,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2022-01,101.9049,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2022-02,101.2734,
BEL,BCI,AMPLITUD,LTRENDIDX,M,2022-03,100.5554,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-01,99.57613,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-02,99.41421,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-03,99.3214,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-04,99.28915,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-05,99.45397,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-06,99.41005,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.27492,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-08,98.82787,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-09,97.99339,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-10,96.75414,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-11,95.33533,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2008-12,94.16682,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-01,93.37476,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-02,92.92842,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-03,92.80531,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-04,93.27502,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-05,94.1864,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-06,95.03191,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-07,95.84735,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-08,96.38958,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-09,96.66783,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-10,96.93549,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-11,97.29578,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2009-12,97.96814,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-01,98.57965,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-02,98.95547,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.29684,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-04,99.3873,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-05,99.57476,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-06,99.70596,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-07,99.96052,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-08,100.2787,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-09,100.455,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-10,100.6793,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-11,101.1514,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2010-12,101.6476,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-01,102.0012,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-02,102.1627,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-03,102.0793,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.8579,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.1753,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-06,100.5675,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-07,99.92999,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-08,99.4504,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.13155,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-10,98.80664,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-11,98.64388,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2011-12,98.75154,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.08535,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-02,99.61945,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-03,99.98938,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-04,99.79384,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.08392,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-06,98.55862,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-07,98.27795,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-08,98.07201,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-09,98.10043,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-10,98.36161,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-11,98.52505,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2012-12,98.64536,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-01,98.69697,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-02,98.43064,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-03,98.04163,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-04,97.87873,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-05,98.36895,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-06,98.90325,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.15754,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.44064,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.8828,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-10,100.3615,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-11,100.9184,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2013-12,101.3738,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-01,101.6051,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-02,101.8581,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-03,102.0046,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-04,102.0557,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-05,101.7603,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-06,101.2731,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.9165,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.9481,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-09,101.3127,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-10,101.8208,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-11,101.9923,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2014-12,101.8022,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-01,101.6023,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-02,101.5915,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-03,101.6904,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-04,101.6918,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-05,101.5792,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-06,101.665,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-07,101.7746,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-08,101.9031,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-09,102.0131,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-10,101.9757,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-11,101.8555,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2015-12,101.6688,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-01,101.528,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-02,101.363,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-03,101.2712,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-04,101.2185,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-05,101.3859,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-06,101.619,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-07,101.725,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-08,101.4482,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-09,101.177,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-10,101.0595,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-11,101.1587,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.3145,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.3697,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.2927,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.2617,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-04,101.4631,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-05,101.7046,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-06,102.0498,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-07,102.3673,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-08,102.4968,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-09,102.651,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.6596,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.6969,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.8557,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-01,103.0867,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-02,103.295,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-03,103.3179,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-04,103.3904,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-05,103.7274,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-06,103.94,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-07,103.8601,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-08,103.3971,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-09,103.0125,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-10,103.1384,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-11,103.4471,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2018-12,103.7238,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-01,103.6507,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-02,103.3433,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-03,102.8194,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-04,102.1906,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-05,101.7915,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-06,101.3918,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-07,101.1067,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-08,100.9606,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-09,100.7772,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-10,100.9063,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-11,101.0371,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2019-12,100.65,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-01,100.1855,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-02,99.55091,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-03,98.18999,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-04,96.2748,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-05,95.39326,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-06,95.63469,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-07,96.12305,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-08,96.5402,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-09,96.8465,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-10,97.09587,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-11,97.22236,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2020-12,97.69636,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-01,98.19065,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-02,98.49964,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-03,99.15957,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-04,100.2107,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-05,101.0252,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-06,101.4847,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-07,101.9091,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-08,102.2489,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-09,102.4035,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-10,102.6479,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-11,102.7814,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2021-12,102.6493,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2022-01,102.4508,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2022-02,101.8726,
HUN,BCI,AMPLITUD,LTRENDIDX,M,2022-03,101.1468,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-01,101.7981,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-02,101.5313,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-03,101.4687,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-04,101.5088,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-05,101.3246,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.7935,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-07,100.2672,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.7694,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-09,99.01595,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-10,97.90007,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.66557,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2008-12,95.89885,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-01,95.5036,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-02,95.19582,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-03,95.0843,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-04,95.18805,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-05,95.412,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-06,95.7767,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-07,96.31779,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-08,96.94364,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-09,97.61047,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.37572,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.70648,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2009-12,98.86305,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-01,98.95065,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.55321,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-03,100.238,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-04,100.6573,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-05,100.3944,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-06,99.64359,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-07,98.86797,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-08,98.17937,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-09,98.05227,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-10,98.60463,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-11,99.42861,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2010-12,100.199,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-01,100.8619,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-02,101.4076,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-03,101.3313,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-04,100.8406,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-05,100.2531,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-06,100.2402,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-07,100.438,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-08,100.6589,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-09,100.4585,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-10,100.076,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-11,99.68351,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.41043,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.24201,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-02,98.89724,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-03,98.51595,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-04,97.7687,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-05,97.3247,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-06,97.48747,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-07,97.60149,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-08,97.61826,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-09,97.47604,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-10,96.99659,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-11,96.66949,
LUX,BCI,AMPLITUD,LTRENDIDX,M,2012-12,96.27937,
